,cover_image_url,issue_month,issue_year
148,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1972_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1972
149,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1972_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1972
150,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1972_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1972
151,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1972_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1972
152,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1972_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1972
153,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1972_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1972
154,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1972_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1972
155,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1972_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1972
156,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1973_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1973
157,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1973_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1973
158,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1973_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1973
159,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1973_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1973
160,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1973_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1973
161,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1973_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1973
162,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1973_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1973
163,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1973_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1973
164,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1973_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1973
165,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1973_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1973
166,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1973_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1973
167,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1973_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1973
168,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1974_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1974
169,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1974_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1974
170,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1974_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1974
171,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1974_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1974
172,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1974_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1974
173,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1974_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1974
174,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1974_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1974
175,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1974_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1974
176,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1974_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1974
177,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1974_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1974
178,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1974_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1974
179,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1974_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1974
180,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1975_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1975
181,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1975_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1975
182,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1975_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1975
183,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1975_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1975
184,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1975_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1975
185,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1975_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1975
186,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1975_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1975
187,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1975_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1975
188,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1975_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1975
189,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1975_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1975
190,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1975_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1975
191,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1975_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1975
192,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1976_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1976
193,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1976_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1976
194,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1976_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1976
195,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1976_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1976
196,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1976_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1976
197,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1976_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1976
198,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1976_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1976
199,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1976_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1976
200,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1976_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1976
201,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1976_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1976
202,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1976_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1976
203,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1976_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1976
204,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1977_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1977
205,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1977_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1977
206,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1977_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1977
207,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1977_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1977
208,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1977_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1977
209,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1977_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1977
210,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1977_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1977
211,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1977_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1977
212,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1977_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1977
213,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1977_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1977
214,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1977_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1977
215,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1977_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1977
216,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1978_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1978
217,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1978_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1978
218,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1978_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1978
219,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1978_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1978
220,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1978_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1978
221,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1978_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1978
222,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1978_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1978
223,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1978_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1978
224,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1978_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1978
225,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1978_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1978
226,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1978_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1978
227,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1978_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1978
228,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1979_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1979
229,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1979_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1979
230,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1979_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1979
231,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1979_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1979
232,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1979_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1979
233,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1979_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1979
234,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1979_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1979
235,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1979_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1979
236,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1979_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1979
237,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1979_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1979
238,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1979_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1979
239,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1979_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1979
240,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1980_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1980
241,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1980_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1980
242,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1980_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1980
243,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1980_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1980
244,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1980_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1980
245,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1980_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1980
246,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1980_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1980
247,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1980_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1980
248,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1980_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1980
249,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1980_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1980
250,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1980_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1980
251,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1980_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1980
252,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1981_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1981
253,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1981_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1981
254,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1981_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1981
255,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1981_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1981
256,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1981_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1981
257,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1981_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1981
258,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1981_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1981
259,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1981_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1981
260,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1981_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1981
261,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1981_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1981
262,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1981_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1981
263,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1981_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1981
264,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1982_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1982
265,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1982_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1982
266,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1982_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1982
267,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1982_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1982
268,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1982_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1982
269,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1982_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1982
270,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1982_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1982
271,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1982_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1982
272,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1982_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1982
273,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1982_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1982
274,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1982_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1982
275,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1982_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1982
276,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1983_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1983
277,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1983_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1983
278,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1983_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1983
279,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1983_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1983
280,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1983_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1983
281,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1983_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1983
282,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1983_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1983
283,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1983_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1983
284,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1983_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1983
285,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1983_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1983
286,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1983_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1983
287,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1983_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1983
288,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1984_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1984
289,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1984_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1984
290,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1984_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1984
291,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1984_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1984
292,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1984_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1984
293,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1984_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1984
294,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1984_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1984
295,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1984_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1984
